Frequency(Hz),Magnitude,Power(dB)
7.540000000000000568e+01,1.467997963985345246e-02,-3.666549087596833800e+01
7.560000000000000853e+01,1.217553117803878496e-02,-3.829024158610793904e+01
7.579999999999999716e+01,8.181835841821815530e-03,-4.174298466022349885e+01
7.600000000000000000e+01,1.011990463360424274e-02,-3.989647151645547751e+01
7.620000000000000284e+01,4.412021927162959600e-03,-4.710724655994317800e+01
7.640000000000000568e+01,5.305136846195539213e-03,-4.550606801580174476e+01
7.660000000000000853e+01,1.516488296300664640e-03,-5.638321816854833202e+01
7.680000000000001137e+01,1.769614775006422185e-03,-5.504242479545936106e+01
7.700000000000000000e+01,5.634955832532527811e-03,-4.498218951900447848e+01
7.720000000000000284e+01,7.345848399747586036e-03,-4.267916065513198021e+01
7.740000000000000568e+01,7.393347424398520433e-03,-4.262317758609601270e+01
7.760000000000000853e+01,4.743345684040587568e-03,-4.647830429327105151e+01
7.780000000000001137e+01,5.740395635004078533e-03,-4.482116333808811248e+01
7.800000000000000000e+01,2.080471266959654873e-03,-5.363676513846363036e+01
7.820000000000000284e+01,3.979804183786370651e-03,-4.800276569702656104e+01
7.840000000000000568e+01,4.157322646523083087e-03,-4.762372516975987224e+01
7.860000000000000853e+01,2.323281252986957729e-03,-5.267796386554757504e+01
7.880000000000001137e+01,3.076920353078634821e-03,-5.023767462646819837e+01
7.900000000000000000e+01,4.030867667817353110e-03,-4.789202897193871422e+01
7.920000000000000284e+01,2.374952402152783783e-03,-5.248690143243890560e+01
7.940000000000000568e+01,7.065623324510828841e-03,-4.301699025626603401e+01
7.960000000000000853e+01,2.503642712039143726e-03,-5.202855261326963188e+01
7.980000000000001137e+01,3.488356292743300269e-03,-4.914758302355711805e+01
8.000000000000000000e+01,5.001194008509696025e-03,-4.601852578199732591e+01
8.020000000000000284e+01,4.717206126094920793e-03,-4.652630273840047437e+01
8.040000000000000568e+01,8.935260717280815029e-03,-4.097785532124699159e+01
8.060000000000000853e+01,4.086104180228061766e-03,-4.777381108128768261e+01
8.080000000000001137e+01,1.098675271670410125e-02,-3.918261292526452877e+01
8.100000000000000000e+01,1.554803870881082094e-02,-3.616648768030172079e+01
8.120000000000000284e+01,4.138642393587043701e-03,-4.766284174870964563e+01
8.140000000000000568e+01,9.662662401258409126e-03,-4.029806378580584436e+01
8.160000000000000853e+01,8.847501537362094728e-03,-4.106358696635541605e+01
8.180000000000001137e+01,5.404348769522900921e-03,-4.534513247050466589e+01
8.200000000000000000e+01,9.763038571345538513e-03,-4.020829980894795597e+01
8.220000000000000284e+01,6.512493007147087017e-03,-4.372505446702939480e+01
8.240000000000000568e+01,8.412671130989457166e-03,-4.150132166150009994e+01
8.260000000000000853e+01,9.074287935548248571e-03,-4.084374878999638980e+01
8.280000000000001137e+01,5.760589637159271512e-03,-4.479066107291232868e+01
8.300000000000000000e+01,1.035602154131513158e-02,-3.969614101353836588e+01
8.320000000000000284e+01,9.084218589382483597e-03,-4.083424838634051213e+01
8.340000000000000568e+01,2.951442060832304339e-03,-5.059931446384808140e+01
8.360000000000000853e+01,7.537962642211138049e-03,-4.245492026925414564e+01
8.380000000000001137e+01,8.746847014945881640e-03,-4.116296928775167885e+01
8.400000000000000000e+01,5.964004445778624264e-03,-4.448924068397234066e+01
8.420000000000000284e+01,9.329853014988809604e-03,-4.060250387073341471e+01
8.440000000000000568e+01,1.117096864757948296e-02,-3.903818326376645587e+01
8.460000000000000853e+01,1.076296968470574593e-02,-3.936135757868185436e+01
8.480000000000001137e+01,1.070966882752258896e-02,-3.940447908975399827e+01
8.500000000000000000e+01,1.382364375713983178e-02,-3.718754927171240610e+01
8.520000000000000284e+01,1.393122519171734880e-02,-3.712021368870757243e+01
8.540000000000000568e+01,9.520106575159007628e-03,-4.042716370421523919e+01
8.560000000000000853e+01,1.069079351456915690e-02,-3.941980108827517171e+01
8.580000000000001137e+01,1.096975555076814060e-02,-3.919606092289946986e+01
8.600000000000000000e+01,1.204158426266938031e-02,-3.838632734678672875e+01
8.620000000000000284e+01,1.298120739783640426e-02,-3.773369816110359665e+01
8.640000000000000568e+01,1.419027393541828080e-02,-3.696018435170908845e+01
8.660000000000000853e+01,1.291258216141702962e-02,-3.777973797459156913e+01
8.680000000000001137e+01,1.219672691454294806e-02,-3.827513392786171664e+01
8.700000000000000000e+01,1.193932529210203937e-02,-3.846040422923259428e+01
8.720000000000000284e+01,1.246168060071329783e-02,-3.808846761289269267e+01
8.740000000000000568e+01,1.309362863877154906e-02,-3.765879954747506986e+01
8.760000000000000853e+01,1.157447185213004819e-02,-3.872997626280010053e+01
8.780000000000001137e+01,9.791774996454012669e-03,-4.018277140456402208e+01
8.800000000000000000e+01,8.152339398629068756e-03,-4.177435485453920450e+01
8.820000000000000284e+01,6.574705631367869577e-03,-4.364247360840846568e+01
8.840000000000000568e+01,9.553708193760428874e-03,-4.039656046587690952e+01
8.860000000000000853e+01,1.318785198964792307e-02,-3.759651864794188469e+01
8.880000000000001137e+01,1.380092351328059304e-02,-3.720183695787586942e+01
8.900000000000000000e+01,9.988932107909413022e-03,-4.000961868592681014e+01
8.920000000000000284e+01,6.397512299917211022e-03,-4.387977727345671752e+01
8.940000000000000568e+01,6.095280612424887508e-03,-4.430012577121610207e+01
8.960000000000000853e+01,5.906870693474355893e-03,-4.457285057537806949e+01
8.980000000000001137e+01,5.576840380802779509e-03,-4.507223555663790648e+01
9.000000000000000000e+01,7.334646146611329201e-03,-4.269241655079568432e+01
9.020000000000000284e+01,8.591842650897539568e-03,-4.131827360179734399e+01
9.040000000000000568e+01,9.930390710574121121e-03,-4.006067319014078265e+01
9.060000000000000853e+01,1.223733854560902709e-02,-3.824626043008233012e+01
9.080000000000001137e+01,1.336015002253439395e-02,-3.748377323687713414e+01
9.100000000000000000e+01,1.243558853267082327e-02,-3.810667305569688779e+01
9.120000000000000284e+01,1.154139976128426212e-02,-3.875483024447175495e+01
9.140000000000000568e+01,1.019842628055155770e-02,-3.982933669606723015e+01
9.160000000000000853e+01,8.026231830962347533e-03,-4.190976589557763532e+01
9.180000000000001137e+01,7.649989868842999551e-03,-4.232678268641519992e+01
9.200000000000000000e+01,7.258249656277085231e-03,-4.278336183622054989e+01
9.220000000000000284e+01,5.321352864167501993e-03,-4.547955866925490653e+01
9.240000000000000568e+01,4.323697470533034021e-03,-4.728289382463401580e+01
9.260000000000000853e+01,4.629734491344386117e-03,-4.668887810110284420e+01
9.280000000000001137e+01,4.971515834372140959e-03,-4.607022328550488055e+01
9.300000000000000000e+01,5.307220144158830352e-03,-4.550265778448363108e+01
9.320000000000000284e+01,5.047761114988945017e-03,-4.593802395271690386e+01
9.340000000000000568e+01,3.816722159617032522e-03,-4.836618884453061185e+01
9.360000000000000853e+01,1.563846088350820179e-03,-5.611611928173068975e+01
9.380000000000001137e+01,8.360170754909602596e-04,-6.155569600279085307e+01
9.400000000000000000e+01,1.004546346666042051e-03,-5.996059956428919691e+01
9.420000000000000284e+01,1.193752492438869810e-03,-5.846171344524166358e+01
9.440000000000000568e+01,1.346121080755250179e-03,-5.741831684437460837e+01
9.460000000000000853e+01,1.269074316197354351e-03,-5.793025821852660329e+01
9.480000000000001137e+01,2.338151679767510194e-03,-5.262254600569090712e+01
9.500000000000000000e+01,3.007429925080001582e-03,-5.043608937502531830e+01
9.520000000000000284e+01,1.762141027664274788e-03,-5.507918624865632040e+01
9.540000000000000568e+01,2.846118498421745628e-03,-5.091494013445868916e+01
9.560000000000000853e+01,4.084534224140167272e-03,-4.777714900042575152e+01
9.580000000000001137e+01,3.246582632740724859e-03,-4.977147051028340741e+01
9.600000000000000000e+01,3.670355208826513518e-03,-4.870583783651920129e+01
9.620000000000000284e+01,4.486172561275010920e-03,-4.696248031102200571e+01
9.640000000000000568e+01,3.947938829798478856e-03,-4.807259148001086402e+01
9.660000000000000853e+01,4.878837148418329293e-03,-4.623367338275470928e+01
9.680000000000001137e+01,5.216177974657756206e-03,-4.565295181361659616e+01
9.700000000000000000e+01,3.347831498280958058e-03,-4.950472791785706050e+01
9.720000000000000284e+01,5.353138490381065089e-03,-4.542783025559458565e+01
9.740000000000000568e+01,6.158356356573102021e-03,-4.421070353943785847e+01
9.760000000000000853e+01,5.064460402684427265e-03,-4.590933623089646431e+01
9.780000000000001137e+01,6.598720976580162850e-03,-4.361080457160348800e+01
9.800000000000000000e+01,3.913023899269494656e-03,-4.814974976972293064e+01
9.820000000000000284e+01,5.443467244662471283e-03,-4.528248756133407937e+01
9.840000000000000568e+01,9.955285175110675441e-03,-4.003892580940395618e+01
9.860000000000000853e+01,6.918511328688327876e-03,-4.319974674626656963e+01
9.880000000000001137e+01,6.136767663841202064e-03,-4.424120623170009026e+01
9.900000000000000000e+01,9.548985888495165747e-03,-4.040085487823580479e+01
9.920000000000000284e+01,7.267200237506155069e-03,-4.277265734581369117e+01
9.940000000000000568e+01,1.343466374229342411e-02,-3.743546391734937373e+01
9.960000000000000853e+01,1.637027516320672255e-02,-3.571888035887579349e+01
9.980000000000001137e+01,1.557088651241436694e-02,-3.615373315658047915e+01
1.000000000000000000e+02,2.674260292863125249e-02,-3.145592644712726127e+01
1.002000000000000028e+02,2.137980716981001048e-02,-3.339992428192299201e+01
1.004000000000000057e+02,2.793666975198352831e-02,-3.107650729092489073e+01
1.006000000000000085e+02,3.209110215982220737e-02,-2.987230731147909069e+01
1.008000000000000114e+02,2.036625938274595066e-02,-3.382177454534999583e+01
1.010000000000000000e+02,3.138431463170696795e-02,-3.006574699232044168e+01
1.012000000000000028e+02,1.990609173111140134e-02,-3.402027993535044459e+01
1.014000000000000057e+02,1.746554770395968362e-02,-3.515635576479139957e+01
1.016000000000000085e+02,1.583903869409754306e-02,-3.600542354973568848e+01
1.018000000000000114e+02,6.102015303759326416e-03,-4.429053400742440516e+01
1.020000000000000000e+02,1.266225798070135834e-02,-3.794977677967391827e+01
1.022000000000000028e+02,3.958064561574333763e-03,-4.805034230296870135e+01
1.024000000000000057e+02,1.405195721070069161e-02,-3.704526356495476591e+01
1.026000000000000085e+02,6.229346075216984739e-03,-4.411115067964657044e+01
1.028000000000000114e+02,1.099856231700138513e-02,-3.917328152440651934e+01
1.030000000000000000e+02,1.278487285632761220e-02,-3.786607166427424431e+01
1.032000000000000028e+02,3.254504649625996737e-03,-4.975030180624066389e+01
1.034000000000000057e+02,9.927015817044184884e-03,-4.006362563538458232e+01
1.036000000000000085e+02,4.336142748316649392e-03,-4.725792837988335293e+01
1.038000000000000114e+02,1.105356134258687374e-02,-3.912995540670572581e+01
1.040000000000000000e+02,6.495449160279946794e-03,-4.374781610809962018e+01
1.042000000000000028e+02,4.738463703201554328e-03,-4.648724865144234286e+01
1.044000000000000057e+02,3.571827286607819150e-03,-4.894219074289878080e+01
1.046000000000000085e+02,1.027264449312524294e-02,-3.976635474178525698e+01
1.048000000000000114e+02,4.516718749097552513e-03,-4.690353884002590945e+01
1.050000000000000000e+02,6.030969644289392410e-03,-4.439225700518257867e+01
1.052000000000000028e+02,4.134140964164629770e-03,-4.767229417128601199e+01
1.054000000000000057e+02,4.757723250195147746e-03,-4.645201629421691081e+01
1.056000000000000085e+02,4.784943751408226274e-03,-4.640246308111430551e+01
1.058000000000000114e+02,3.556844018641439932e-03,-4.897870335356468274e+01
1.060000000000000000e+02,1.264281204485409637e-03,-5.796312568257032183e+01
1.062000000000000028e+02,2.631283360889082826e-03,-5.159664728101632392e+01
1.064000000000000057e+02,6.758452911084124673e-03,-4.340305402683565461e+01
1.066000000000000085e+02,8.372047179323806321e-03,-4.154336655484796381e+01
1.068000000000000114e+02,6.527492159388685600e-03,-4.370507269023601538e+01
1.070000000000000000e+02,6.799037794626095789e-03,-4.335105076533629642e+01
1.072000000000000028e+02,4.069244384413568325e-03,-4.780972433003181266e+01
1.074000000000000057e+02,4.945414179825828246e-03,-4.611594642954173651e+01
1.076000000000000085e+02,4.866682044325576842e-03,-4.625534035465860683e+01
1.078000000000000114e+02,4.707555093534881649e-03,-4.654409158827750304e+01
1.080000000000000000e+02,4.571405261175107322e-03,-4.679900533437086096e+01
1.082000000000000028e+02,4.317814605978114589e-03,-4.729471997694125207e+01
1.084000000000000057e+02,3.560909337380525983e-03,-4.896878142708240489e+01
1.086000000000000085e+02,6.822869336358988908e-04,-6.332065764178829426e+01
1.088000000000000114e+02,3.287199715658520056e-03,-4.966347792201599987e+01
1.090000000000000000e+02,5.099043460861075149e-03,-4.585022555723502080e+01
1.092000000000000028e+02,4.662271022641530094e-03,-4.662804949557341416e+01
1.094000000000000057e+02,4.421264884769688340e-03,-4.708906910484772368e+01
1.096000000000000085e+02,4.797286498556024154e-03,-4.638008670446420467e+01
1.098000000000000114e+02,6.189692431487143869e-03,-4.416661847418563980e+01
1.100000000000000000e+02,7.191320322464412121e-03,-4.286382720057569884e+01
1.102000000000000028e+02,9.308033041504602118e-03,-4.062284158130531608e+01
1.104000000000000057e+02,5.906463417487388227e-03,-4.457344948406604601e+01
1.106000000000000085e+02,4.600766902468564346e-03,-4.674339520475162146e+01
1.108000000000000114e+02,6.055051265628697520e-03,-4.435764336680343689e+01
1.110000000000000000e+02,1.124535255499002455e-03,-5.898053771507400000e+01
1.112000000000000028e+02,3.368643930317574003e-03,-4.945089758291064896e+01
1.114000000000000057e+02,2.712890784999861041e-03,-5.133135347232013146e+01
1.116000000000000085e+02,1.475587868142246668e-03,-5.662069789285064303e+01
1.118000000000000114e+02,4.144569511852017225e-03,-4.765041123183944904e+01
1.120000000000000000e+02,3.921948869814872660e-03,-4.812996122852018743e+01
1.122000000000000028e+02,2.220682529283396055e-03,-5.307027009152203334e+01
1.124000000000000057e+02,2.269004554860846751e-03,-5.288329226318884935e+01
1.126000000000000085e+02,1.535763890615395987e-03,-5.627351039245333197e+01
1.128000000000000114e+02,2.786301829930007239e-03,-5.109943648474731503e+01
1.130000000000000000e+02,1.589478943885330427e-03,-5.597490387130953593e+01
1.132000000000000028e+02,2.624860981013674936e-03,-5.161787352779418825e+01
1.134000000000000057e+02,2.582136078621016448e-03,-5.176041714639502800e+01
1.136000000000000085e+02,1.656463428551553565e-03,-5.561636243648774069e+01
1.138000000000000114e+02,1.291182602049262317e-03,-5.778024601636319346e+01
1.140000000000000000e+02,9.183462190671366158e-04,-6.073987020829246575e+01
1.142000000000000028e+02,1.556858992221358401e-03,-5.615501385319724648e+01
1.144000000000000057e+02,1.949028248856053604e-03,-5.420363687940012198e+01
1.146000000000000085e+02,2.230174899514825171e-03,-5.303322113955989181e+01
1.148000000000000114e+02,1.589892402939347771e-03,-5.597264477093047930e+01
1.150000000000000000e+02,2.365102158894470501e-03,-5.252300154238383811e+01
1.152000000000000028e+02,3.874164599600297618e-03,-4.823643840745872069e+01
1.154000000000000057e+02,4.363715377966877196e-03,-4.720287147870989486e+01
1.156000000000000085e+02,3.630743497198325991e-03,-4.880008839686600197e+01
1.158000000000000114e+02,2.900833650026475152e-03,-5.074954320757341009e+01
1.160000000000000000e+02,2.333692634560397342e-03,-5.263912651739342863e+01
1.162000000000000028e+02,2.552771681460825389e-03,-5.185976019026448114e+01
1.164000000000000057e+02,2.296068795188610338e-03,-5.278030169524312498e+01
1.166000000000000085e+02,2.197358553855736831e-03,-5.316198103111144491e+01
1.168000000000000114e+02,2.354575417495381393e-03,-5.256174752038962339e+01
1.170000000000000000e+02,3.200590983195594069e-03,-4.989539618069720461e+01
1.172000000000000028e+02,3.386426115949051248e-03,-4.940516764878427125e+01
1.174000000000000057e+02,2.041894401779247286e-03,-5.379933400579236036e+01
1.176000000000000085e+02,3.429262304540838489e-03,-4.929598563462789684e+01
1.178000000000000114e+02,3.357533897859912939e-03,-4.947959162079058615e+01
1.180000000000000000e+02,2.352839866738504985e-03,-5.256815222508119945e+01
1.182000000000000028e+02,3.009749903418474943e-03,-5.042939152762379251e+01
